Gender,Ethnicity,Race,Year,LA For Other Course,Student/LA/TA/Faculty,First Time Student/LA,Time With LA (Min/Week),Parent Has 4-Year Degree,Pre-1,Pre-2,Pre-3,Pre-4,Pre-5,Pre-6,Pre-7,Pre-8,Pre-9,Pre-10,Pre-11,Pre-12,Pre-13,Pre-14,Pre-15,Pre-16,Pre-17,Pre-18,Pre-19,Pre-20,Pre-21,Pre-22,Pre-23,Pre-24,Pre-25,Pre-26,Pre-27,Pre-28,Pre-29,Pre-30,Pre-31,Pre-32,Pre-33,Pre-34,Pre-35,Pre-36,Pre-37,Pre-38,Pre-39,Pre-40,Pre-41,Pre-42,Pre-43,Pre-44,Pre-45,Pre-46,Pre-47,Post-1,Post-2,Post-3,Post-4,Post-5,Post-6,Post-7,Post-8,Post-9,Post-10,Post-11,Post-12,Post-13,Post-14,Post-15,Post-16,Post-17,Post-18,Post-19,Post-20,Post-21,Post-22,Post-23,Post-24,Post-25,Post-26,Post-27,Post-28,Post-29,Post-30,Post-31,Post-32,Post-33,Post-34,Post-35,Post-36,Post-37,Post-38,Post-39,Post-40,Post-41,Post-42,Post-43,Post-44,Post-45,Post-46,Post-47
"Woman,Transgender",Not of Hispanic/Latinx/Spanish origin,White,5th,No,Student,No,,Yes,a,b,f,g,b,g,b,g,d,b,g,d,b,b,e,c,g,i,d,i,f,e,g,g,f,a,g,b,b,c,e,b,e,b,b,d,c,e,b,a,f,c,d,c,b,a,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Not of Hispanic/Latinx/Spanish origin,Vietnamese,3rd,No,Student,Yes,,Yes,a,b,c,g,b,c,e,f,d,b,g,d,b,a,b,c,b,h,d,f,a,e,g,g,f,a,g,d,b,d,b,a,e,b,b,c,f,b,b,a,f,b,d,a,a,c,c,b,d,f,f,d,b,b,a,d,a,a,a,a,a,e,c,b,h,i,f,f,e,g,b,f,a,a,a,a,c,a,f,e,b,b,c,a,b,e,a,b,b,d,a,a,a,a
Woman,Not of Hispanic/Latinx/Spanish origin,Vietnamese,2nd,No,Student,Yes,,No,a,b,c,d,e,c,f,g,f,d,f,e,c,b,g,a,c,e,d,f,h,g,f,g,h,d,h,f,g,c,a,b,e,c,e,f,e,d,a,h,f,e,f,b,d,b,a,d,d,a,b,c,d,a,f,g,b,e,f,e,g,b,a,c,b,e,f,i,i,a,a,a,b,f,g,d,b,c,d,e,e,a,b,f,e,b,c,d,b,e,d,d,b,a
Man,Not of Hispanic/Latinx/Spanish origin,Vietnamese,3rd,No,Student,Yes,,Yes,a,b,c,g,b,c,e,f,a,b,g,a,b,c,e,a,b,h,d,f,i,a,d,b,a,c,f,a,b,a,f,b,e,b,b,a,b,c,e,a,b,b,d,b,a,a,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woman,Not of Hispanic/Latinx/Spanish origin,Vietnamese,3rd,No,Student,Yes,,No,b,d,f,f,d,b,b,b,d,c,b,d,c,e,e,a,b,b,g,e,e,a,b,e,b,e,b,d,c,e,e,e,e,e,a,a,a,a,e,a,b,b,d,b,b,a,c,b,d,f,f,d,b,b,a,d,a,a,a,a,e,e,a,e,b,b,g,e,a,b,e,b,d,a,a,a,e,e,e,e,e,a,a,a,a,e,a,a,a,a,b,b,a,a
Man,Not of Hispanic/Latinx/Spanish origin,Vietnamese,2nd,No,Student,Yes,,Yes,b,h,f,b,b,c,e,a,d,b,g,d,b,a,e,c,a,h,d,f,g,e,d,b,f,a,f,d,b,a,b,b,e,b,b,a,a,b,b,a,c,b,d,a,a,a,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,No Answer,Vietnamese,2nd,No,Student,Yes,,No Answer,a,b,c,g,b,c,e,f,d,b,f,d,b,a,e,c,b,h,d,f,c,a,i,i,a,g,f,d,a,a,f,e,e,b,a,c,f,b,d,a,f,b,e,a,a,d,d,a,b,c,g,b,c,e,a,a,a,a,a,a,e,e,a,e,b,a,f,h,a,b,c,a,c,a,a,a,e,e,e,e,e,a,a,a,a,e,a,f,b,d,a,a,d,d
Man,Not of Hispanic/Latinx/Spanish origin,No Answer,2nd,No,Student,Yes,,Yes,a,b,c,g,b,c,e,g,d,b,g,d,b,a,e,c,b,h,d,f,h,e,d,b,f,a,g,d,b,a,b,b,e,d,b,a,c,b,d,d,h,b,d,c,a,c,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,No Answer,Black or African American,2nd,No,Student,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,d,e,f,d,c,a,e,g,b,g,d,b,e,e,a,b,b,a,f,f,a,b,c,b,c,b,b,b,e,b,b,e,b,a,c,c,b,a,a,f,b,d,b,b,a,a
Genderqueer/Gender non-conforming,Not of Hispanic/Latinx/Spanish origin,White,2nd,No,Student,No,,Yes,a,b,c,g,b,c,e,g,d,b,g,d,b,a,e,c,h,i,d,f,h,e,g,b,f,a,g,d,b,a,f,g,e,b,b,c,a,b,e,a,f,b,d,c,d,a,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,No Answer,Asian Indian,2nd,No,Student,Yes,,Yes,a,b,c,g,b,a,e,f,d,b,f,d,b,d,h,c,d,d,g,f,f,e,d,g,f,e,a,d,b,f,b,d,b,a,e,c,e,a,f,b,d,h,b,d,a,d,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woman,Not of Hispanic/Latinx/Spanish origin,Asian Indian,2nd,No,Student,No,,No Answer,a,b,c,f,b,h,b,f,d,a,e,e,d,a,c,c,h,d,g,f,f,e,f,g,f,a,e,d,a,a,b,g,e,e,b,d,f,d,d,a,b,h,d,b,a,c,a,a,b,c,g,b,c,e,f,d,a,f,d,a,c,e,c,g,h,d,f,h,e,g,f,i,a,e,d,a,a,e,a,e,e,a,c,c,a,d,a,h,a,d,c,b,b,b
Man,Not of Hispanic/Latinx/Spanish origin,Asian Indian,2nd,No,Student,Yes,,Yes,a,b,f,g,b,d,b,f,d,b,g,d,a,c,e,c,h,g,d,f,a,e,g,c,a,c,g,d,a,g,f,b,e,a,f,c,c,b,c,d,i,i,d,a,a,d,d,a,b,f,g,b,c,b,f,d,a,e,d,b,e,e,a,d,b,b,g,a,a,b,c,b,c,a,a,a,f,f,f,f,e,a,c,c,a,d,a,b,b,d,a,a,d,d
Man,Not of Hispanic/Latinx/Spanish origin,White,3rd,No,Student,Yes,,I do not know,a,b,f,g,d,c,b,g,d,b,g,d,b,a,e,c,b,h,d,f,h,e,g,b,f,a,g,d,c,g,e,e,g,b,b,a,c,c,e,a,b,b,d,b,b,a,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Not of Hispanic/Latinx/Spanish origin,White,2nd,No,Student,Yes,,Yes,a,b,c,e,b,c,e,f,d,b,f,d,c,a,e,c,h,a,d,f,a,e,g,b,f,a,e,d,e,c,b,b,e,d,b,c,a,b,d,a,b,b,d,a,a,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woman,Not of Hispanic/Latinx/Spanish origin,Vietnamese,2nd,No,Student,Yes,,No,b,d,f,f,d,b,b,b,a,c,a,a,b,a,e,c,b,h,b,i,c,e,d,b,i,a,e,e,a,e,e,e,e,e,a,c,a,a,e,a,f,b,d,b,b,b,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,No Answer,No Answer,3rd,No,Student,Yes,,No,c,c,b,g,c,c,e,g,d,b,g,d,b,h,e,c,d,g,h,f,a,e,g,b,f,a,f,d,b,a,a,a,e,a,b,d,c,b,d,a,f,b,d,a,c,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Not of Hispanic/Latinx/Spanish origin,White,3rd,No,Student,No,,Yes,a,b,g,f,b,c,b,g,a,b,b,d,f,a,a,c,g,d,a,g,h,e,d,b,f,e,c,d,g,a,f,f,e,b,a,c,a,c,e,a,b,b,d,b,a,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Not of Hispanic/Latinx/Spanish origin,White,1st,No,Student,Yes,,Yes,a,b,c,f,b,c,e,f,d,b,f,d,b,a,e,c,b,h,d,f,h,e,g,b,f,a,f,d,b,a,a,b,e,b,b,c,b,b,d,a,b,b,d,a,a,a,a,a,b,f,g,d,f,b,g,d,b,a,a,a,e,b,a,e,b,b,g,h,e,g,i,f,e,a,a,a,e,e,e,e,e,a,c,a,b,e,a,b,b,d,b,b,a,a
Man,Not of Hispanic/Latinx/Spanish origin,Chinese,2nd,No,Student,Yes,,No,c,d,c,b,b,d,c,e,d,f,b,e,g,e,e,b,c,f,f,d,c,g,h,i,h,f,g,e,f,e,f,d,e,f,f,d,e,f,e,c,c,d,c,d,c,c,b,c,b,e,b,c,b,d,b,a,a,b,c,b,f,h,d,i,c,b,e,b,b,a,a,b,d,e,e,f,b,e,f,d,f,f,a,e,d,d,g,b,d,b,b,a,b,b
Man,No Answer,No Answer,2nd,No,Student,Yes,,No Answer,a,b,c,g,f,c,b,f,a,a,a,a,a,h,e,a,b,a,a,g,e,a,c,f,b,g,a,a,a,e,e,e,e,e,a,a,a,b,e,a,f,b,d,a,b,c,a,a,d,e,a,b,g,g,d,a,a,c,b,e,a,c,e,d,a,i,e,c,b,a,a,c,d,g,b,d,g,f,c,e,a,b,e,c,f,c,a,h,f,d,e,b,a,c
Woman,Not of Hispanic/Latinx/Spanish origin,An Asian race not listed,2nd,No,Student,Yes,,Yes,a,b,c,g,b,c,e,g,d,b,f,d,b,a,e,c,d,h,f,c,d,h,e,d,f,e,f,d,b,d,e,c,c,f,b,b,d,b,b,d,c,c,d,c,b,a,c,a,b,e,g,b,f,f,c,d,a,f,d,b,a,e,c,d,g,e,f,c,e,g,e,d,d,c,b,d,e,f,a,d,f,a,c,a,b,e,e,b,a,a,b,b,a,c
Man,Not of Hispanic/Latinx/Spanish origin,Asian Indian,2nd,No,Student,Yes,,Yes,e,d,f,b,g,h,a,d,f,b,c,b,e,e,h,i,d,g,b,c,f,i,g,d,i,g,g,a,c,b,g,a,d,f,e,a,f,e,b,e,a,h,h,d,d,c,b,a,b,c,g,h,f,b,e,d,a,a,d,a,a,e,c,d,b,c,f,a,e,g,b,i,a,g,d,b,e,b,c,e,b,a,a,a,a,e,a,f,b,d,b,b,a,a
Woman,No Answer,Middle Eastern or North African,2nd,No,Student,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,d,f,f,d,c,b,f,d,a,e,d,a,c,e,b,h,b,a,f,f,a,d,f,a,e,b,e,d,c,d,b,f,b,f,b,e,a,d,g,d,b,c,b,b,b,a
Man,Not of Hispanic/Latinx/Spanish origin,White,2nd,Yes,Student,Yes,,Yes,b,h,c,f,b,e,b,f,a,b,g,d,b,e,e,a,e,b,b,g,e,e,f,c,b,c,a,d,a,a,b,a,e,a,b,c,a,b,e,a,f,b,d,a,a,a,a,b,a,f,f,h,c,b,g,d,a,a,a,a,e,e,a,e,g,b,f,e,e,b,c,f,c,a,a,a,a,b,e,e,a,a,c,a,b,d,a,f,b,d,b,b,a,a
Man,Not of Hispanic/Latinx/Spanish origin,Middle Eastern or North African,2nd,No,Student,Yes,,I do not know,b,b,f,f,b,c,f,c,f,b,e,e,f,b,e,h,b,g,h,d,e,b,f,h,c,b,c,e,a,d,f,g,b,d,e,f,b,c,e,a,e,d,f,c,d,b,a,d,e,f,d,f,d,g,c,c,e,g,d,d,d,b,b,a,c,d,c,c,g,e,e,f,e,g,c,g,c,d,d,c,c,c,d,e,e,b,c,b,e,f,c,c,d,a
Man,Puerto Rican,White,2nd,No,Student,Yes,,Yes,b,b,f,g,d,c,e,e,d,b,g,d,b,a,e,c,b,f,g,f,i,a,d,b,f,e,g,d,b,a,b,b,e,b,a,c,e,b,b,a,i,b,d,c,c,a,a,b,b,f,f,b,c,b,g,d,b,g,d,b,a,e,c,i,h,d,f,f,e,g,b,f,a,e,d,a,a,b,e,e,b,a,c,c,b,c,a,f,h,d,a,a,a,a
Man,Not of Hispanic/Latinx/Spanish origin,White,1st,No,Student,Yes,,Yes,b,d,f,f,d,f,b,e,a,a,a,a,a,e,e,a,e,b,a,g,e,a,b,c,b,c,a,a,a,e,e,e,e,e,b,c,a,b,e,a,f,b,d,b,b,a,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,El Salvador,White,3rd,No,Student,Yes,,No,a,b,c,g,b,c,e,f,d,b,g,d,b,a,e,c,b,h,d,f,g,e,g,b,f,a,g,d,b,a,b,e,e,b,b,b,b,c,b,a,h,i,d,a,a,e,a,d,e,f,c,c,e,b,a,c,h,g,f,e,g,b,b,c,f,d,b,a,b,a,c,g,g,g,h,e,b,a,a,b,c,f,e,d,d,c,c,d,g,g,c,b,b,b
Man,Honduran American,No Answer,3rd,No,Student,Yes,,No,b,d,f,f,d,f,b,g,d,b,c,a,b,a,e,c,b,h,d,f,i,a,g,c,f,c,a,a,a,a,b,g,e,b,b,c,a,f,d,a,i,h,d,b,b,a,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Not of Hispanic/Latinx/Spanish origin,White,2nd,No,Student,Yes,,Yes,c,b,e,f,c,c,g,b,g,c,f,h,c,d,f,g,e,a,a,h,d,f,b,g,a,g,d,h,c,e,c,d,f,c,e,f,b,c,a,h,f,e,c,b,a,b,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Not of Hispanic/Latinx/Spanish origin,"White,Italian",2nd,No,Student,No,,Yes,a,b,f,g,d,c,b,g,d,b,g,d,b,a,e,c,b,h,d,f,h,a,g,c,b,c,e,d,a,a,e,e,e,b,a,c,a,b,d,a,f,b,d,a,a,b,c,a,d,g,g,f,g,a,g,d,a,g,d,a,e,e,a,e,b,b,i,e,a,b,c,b,c,a,a,a,e,e,e,e,e,a,c,f,b,e,a,b,b,d,b,b,a,a
Woman,Not of Hispanic/Latinx/Spanish origin,White,2nd,No,Student,Yes,,Yes,b,h,f,f,d,b,b,a,a,a,a,a,a,i,e,a,i,i,b,g,e,a,b,c,b,c,a,a,a,e,e,e,e,e,a,a,a,a,e,a,f,b,d,c,c,a,a,b,d,f,f,d,b,b,a,a,a,a,a,a,e,e,a,b,b,b,g,e,a,b,c,b,c,a,a,a,e,e,e,e,e,a,a,a,a,e,a,f,b,d,b,b,a,a
Man,Bolivian,White,2nd,No,Student,Yes,,No,a,d,g,e,b,d,b,g,e,e,c,d,a,g,c,d,e,h,a,c,g,f,c,h,b,g,g,a,b,f,b,e,f,a,b,a,e,e,c,b,c,e,a,c,b,c,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woman,Not of Hispanic/Latinx/Spanish origin,White,3rd,No,Student,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,d,b,f,g,g,e,b,a,e,d,f,d,c,b,g,h,d,g,d,b,a,d,f,c,c,c,e,d,d,d,d,e,c,b,a,d,c,c,e,b,c,c,c,d,e
Man,Not of Hispanic/Latinx/Spanish origin,White,2nd,No,Student,Yes,,Yes,a,b,f,g,b,f,b,f,d,b,f,d,a,c,e,c,g,c,d,f,f,e,f,e,e,e,f,d,b,c,b,e,c,b,c,c,d,b,b,d,g,h,d,a,a,a,a,a,b,g,g,b,c,a,g,d,b,g,d,b,b,e,c,b,g,d,f,c,a,b,c,b,c,g,d,b,a,a,b,e,b,b,c,a,b,d,a,b,b,d,b,a,a,c
Man,Not of Hispanic/Latinx/Spanish origin,Black or African American,3rd,No,Student,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,f,g,g,b,c,a,g,d,b,g,d,b,c,e,a,d,h,b,f,i,e,g,b,f,a,g,d,b,a,f,f,e,a,b,c,c,c,e,a,g,b,d,a,a,d,c
Man,Mexican/Mexican American/Chicano/Chicana,No Answer,3rd,No,Student,Yes,,No,a,b,f,e,c,e,b,g,d,b,g,d,b,a,e,c,b,g,d,f,e,a,d,b,f,a,g,d,b,g,b,b,e,b,f,c,a,b,d,a,b,c,d,a,b,b,b,a,b,g,h,f,d,b,h,a,a,b,a,b,a,e,c,d,h,d,f,h,e,g,f,f,a,g,d,b,a,e,b,e,c,a,e,a,c,e,g,a,f,c,a,d,b,c
Man,Not of Hispanic/Latinx/Spanish origin,An Asian race not listed,2nd,No,Student,Yes,,No,a,b,f,g,b,g,g,e,d,b,a,d,b,a,e,c,b,d,d,f,g,a,b,c,b,c,a,a,a,e,b,b,e,b,d,b,a,c,e,b,a,d,d,a,a,a,a,b,d,f,f,c,f,b,e,d,b,a,a,a,d,e,c,d,d,b,g,f,c,e,g,e,f,g,b,g,b,e,a,f,b,a,d,c,a,e,a,c,b,d,a,c,b,d
No Answer,No Answer,No Answer,2nd,No,Student,No,,No Answer,b,f,c,f,b,c,e,e,d,c,g,d,b,e,b,c,b,d,c,f,h,e,g,c,e,e,g,d,b,e,b,b,e,b,f,c,a,f,b,d,i,d,d,c,d,a,a,c,b,a,e,b,d,g,f,d,b,g,d,b,d,e,c,c,g,c,f,h,e,g,a,e,a,g,d,b,e,e,e,e,e,a,a,a,a,a,d,i,d,d,a,b,b,b
Man,No Answer,Asian Indian,4th,No,Student,Yes,,No Answer,d,c,c,b,c,a,e,f,c,a,f,c,d,d,f,b,f,b,e,g,h,d,f,e,c,f,d,e,e,f,c,a,b,c,e,e,d,a,c,d,d,e,a,c,b,b,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woman,No Answer,No Answer,2nd,No,Student,Yes,,Yes,b,b,f,f,c,f,d,f,c,b,f,d,b,d,g,a,e,h,c,f,b,h,e,b,g,b,a,e,c,f,b,a,a,e,c,a,d,e,c,h,c,e,g,c,b,a,c,e,a,f,d,a,g,b,a,c,g,h,h,e,b,c,d,b,i,a,c,d,g,b,g,a,i,b,e,f,g,c,b,e,e,f,a,e,f,c,g,h,b,h,b,a,c,a
Man,Not of Hispanic/Latinx/Spanish origin,White,3rd,No,Student,Yes,,Yes,a,b,c,e,b,c,e,f,d,b,f,d,b,a,e,c,b,h,d,g,f,a,g,b,f,d,f,d,b,a,e,b,e,e,b,c,a,b,d,a,h,b,g,a,a,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woman,Not of Hispanic/Latinx/Spanish origin,"White,Black or African American",3rd,No,Student,Yes,,Yes,a,b,g,g,d,f,a,g,d,a,g,d,a,a,e,c,b,h,d,i,h,e,g,b,f,a,g,d,b,e,a,a,e,b,a,c,c,b,b,d,c,c,i,a,a,b,b,b,d,f,f,d,b,b,a,a,a,a,a,a,e,e,a,b,b,d,g,e,a,b,c,b,c,a,a,a,e,e,e,e,e,a,c,a,b,e,a,b,b,d,b,b,b,b
Man,Not of Hispanic/Latinx/Spanish origin,Black or African American,2nd,Yes,Student,Yes,,Yes,a,d,f,g,b,c,c,e,d,b,f,d,b,a,e,c,a,h,c,g,f,e,g,a,e,a,f,d,b,d,g,b,c,b,b,d,c,d,d,e,a,a,d,a,a,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Not of Hispanic/Latinx/Spanish origin,Asian Indian,1st,No,Student,Yes,,Yes,a,b,c,g,b,c,e,f,d,a,g,d,b,a,e,c,h,i,d,f,f,e,i,g,f,a,g,d,b,g,e,e,e,b,a,c,e,b,e,i,c,i,d,e,a,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Not of Hispanic/Latinx/Spanish origin,Asian Indian,2nd,No,Student,Yes,,Yes,a,b,e,g,b,e,a,f,d,b,g,d,b,a,e,c,b,h,d,f,h,a,g,b,f,a,g,d,a,g,b,b,e,b,c,c,a,b,d,a,f,b,d,a,a,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Not of Hispanic/Latinx/Spanish origin,Asian Indian,2nd,No,Student,Yes,,No,a,b,c,g,b,e,a,e,h,a,g,d,b,a,e,c,b,h,d,f,h,a,g,b,f,c,a,a,a,a,f,b,e,b,a,c,c,b,d,a,f,b,i,b,b,d,a,b,c,g,f,b,f,h,c,e,b,b,e,g,d,a,b,c,d,g,e,c,i,g,d,d,f,c,f,b,c,d,a,f,b,c,c,d,a,c,f,g,c,c,a,a,c,e
Transgender,Not of Hispanic/Latinx/Spanish origin,Asian Indian,2nd,No,Student,No,,Yes,a,b,c,g,b,g,f,g,d,f,g,d,c,a,e,c,d,h,d,f,h,e,g,i,f,a,b,b,a,g,f,e,e,e,f,f,c,b,d,a,f,b,d,a,a,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Not of Hispanic/Latinx/Spanish origin,Black or African American,3rd,Yes,Student,No,,Yes,c,e,a,g,d,b,g,a,b,c,a,b,b,d,a,d,e,g,e,d,b,a,b,c,d,e,a,b,c,a,b,c,d,e,d,b,e,f,e,b,c,d,e,b,a,d,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woman,Not of Hispanic/Latinx/Spanish origin,Black or African American,3rd,Yes,Student,Yes,,Yes,a,b,c,g,b,g,a,f,d,b,e,d,a,c,e,c,h,h,d,f,f,c,a,b,c,i,g,d,b,a,f,b,e,b,a,d,c,b,d,a,c,b,d,b,b,b,b,a,b,c,g,b,g,e,g,d,a,b,d,a,a,e,c,b,h,d,f,e,e,g,c,e,c,g,d,a,a,f,b,e,b,b,c,c,c,d,d,f,h,d,b,b,b,b
Man,Bolivian,,2nd,No,Student,Yes,,No,a,b,c,e,h,c,e,b,d,b,g,b,a,a,e,c,g,g,h,f,i,a,b,c,f,c,c,c,a,a,e,b,e,b,b,f,c,b,e,a,i,b,d,a,a,a,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Answer,No Answer,No Answer,2nd,No,Student,Yes,,No Answer,a,b,f,g,b,f,b,e,d,a,a,d,a,g,e,a,b,g,b,i,a,e,g,c,b,c,e,d,a,a,f,e,e,e,b,c,a,b,d,a,b,b,d,a,a,c,b,b,d,f,g,d,b,b,g,a,b,a,a,a,e,e,a,e,f,d,g,i,a,b,c,b,c,a,a,a,e,e,e,e,e,b,c,a,b,e,a,c,b,d,b,b,c,c
Man,Not of Hispanic/Latinx/Spanish origin,White,2nd,No,Student,Yes,,Yes,a,b,c,g,d,c,e,g,d,b,g,d,b,a,e,c,b,h,d,f,h,e,g,b,f,a,a,h,e,e,b,a,e,b,b,a,c,b,d,a,f,b,d,a,b,a,a,b,d,f,f,d,f,b,e,d,a,a,a,a,e,e,a,b,a,b,g,a,a,b,c,b,c,a,a,a,a,f,f,e,b,b,a,c,c,d,a,f,b,d,b,b,a,a
Woman,Not of Hispanic/Latinx/Spanish origin,White,2nd,No,Student,No,,Yes,a,b,c,g,f,e,e,f,d,a,g,d,b,h,b,c,d,h,d,g,a,e,g,b,f,a,g,d,b,a,f,f,e,b,b,c,c,b,d,a,f,b,d,a,a,c,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Not of Hispanic/Latinx/Spanish origin,Middle Eastern or North African,2nd,No,Student,No,,Yes,e,b,b,a,c,e,b,f,d,b,g,d,b,b,e,c,f,f,d,f,c,e,b,g,d,f,g,d,b,a,e,d,e,c,c,a,d,a,c,d,f,c,d,a,d,b,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Not of Hispanic/Latinx/Spanish origin,Filipino,2nd,No,Student,No,,No,b,d,f,f,d,b,b,a,a,a,a,a,a,a,e,c,b,h,d,f,b,a,b,c,b,c,a,a,a,a,f,e,e,e,a,a,a,a,e,a,f,b,d,a,a,d,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Hispanic,"White,HIspanic",2nd,No,Student,Yes,,I do not know,b,a,f,g,b,c,e,g,d,b,f,d,c,a,e,c,a,h,c,i,f,e,d,e,e,a,e,d,a,e,a,b,e,b,d,c,a,b,c,a,i,b,d,a,a,c,c,a,b,c,g,b,c,e,e,d,c,e,d,a,a,e,c,d,g,b,f,c,a,g,b,f,e,g,d,b,e,a,d,e,b,b,c,a,a,c,b,h,b,d,a,a,c,c
Woman,Not of Hispanic/Latinx/Spanish origin,"Chinese,Taiwanese",2nd,No,Student,Yes,,Yes,a,b,c,g,a,h,h,d,d,b,f,d,b,a,e,c,b,g,d,f,h,e,g,b,f,a,f,d,b,a,a,c,e,b,a,c,c,b,d,a,h,b,d,b,b,b,b,a,b,c,g,b,c,e,f,d,c,f,d,c,a,e,c,d,h,g,f,c,e,g,b,f,a,g,d,b,a,e,c,e,b,a,c,c,b,d,a,f,b,d,b,b,b,b
No Answer,No Answer,No Answer,1st,No,Student,Yes,,Yes,d,b,c,g,b,c,e,f,d,a,b,d,b,a,e,c,b,h,d,f,g,a,g,b,b,a,f,d,b,d,e,b,e,b,b,a,c,d,c,d,f,h,a,a,b,c,a,b,c,g,f,b,d,d,e,d,a,b,d,b,a,e,c,b,h,d,f,f,e,g,b,f,a,e,d,a,a,e,e,e,b,d,b,e,b,d,a,f,h,d,a,b,a,a
Man,Not of Hispanic/Latinx/Spanish origin,Vietnamese,2nd,No,Student,Yes,,Yes,a,b,f,f,b,c,b,g,d,b,g,d,b,a,e,c,b,h,d,f,h,e,g,b,f,a,g,d,b,a,f,b,e,g,b,c,c,b,d,a,f,b,d,a,a,d,d,a,b,c,a,d,e,b,d,e,g,d,b,e,g,d,g,d,a,g,d,f,c,f,g,e,b,g,e,c,e,d,b,g,d,d,a,c,e,c,a,b,e,f,b,d,a,c
Man,Not of Hispanic/Latinx/Spanish origin,Vietnamese,2nd,No,Student,Yes,,No,a,b,c,g,b,c,e,f,d,a,e,d,a,a,i,c,b,h,b,f,g,a,g,b,f,e,e,d,a,a,b,b,c,b,b,d,d,a,b,a,h,b,d,a,a,a,a,b,b,a,e,b,c,e,g,d,b,e,d,a,a,e,c,h,h,d,f,a,e,g,i,f,a,d,d,d,a,b,a,e,b,b,b,b,c,b,a,c,d,e,a,b,a,c
Man,No Answer,Vietnamese,3rd,No,Student,Yes,,No,a,b,c,g,f,a,b,f,e,d,f,d,a,e,b,a,b,h,c,f,d,e,f,c,i,g,f,d,f,a,b,b,e,b,a,c,a,b,d,a,b,h,d,a,a,a,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man,Not of Hispanic/Latinx/Spanish origin,Vietnamese,2nd,No,Student,No,,No,b,e,c,b,a,e,a,d,c,c,d,c,e,b,e,h,c,d,c,g,e,f,g,c,c,f,b,a,e,e,c,g,d,c,b,d,a,d,c,b,b,f,d,d,a,c,c,a,b,c,e,f,g,c,b,c,d,f,c,b,f,c,h,d,e,f,a,b,c,a,c,b,e,g,c,d,g,d,f,b,a,c,d,b,a,a,h,e,c,d,c,b,a,c
